Channel,10-20,ChannelGroup,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
8,P3,24,-9.3013314171093724E-06,-7.1945278733226366E-06,-1.1602004582078676E-05,-1.7245974117771149E-05,-2.232358540136832E-05,-5.293935854736142E-06,2.2489413478832918E-06,1.7477112373582054E-05,2.1467332362281624E-05,2.0076039478939282E-05,1.2577948738752235E-05,9.2546688684614447E-06,-1.2239984690334833E-05,-1.6537089544643823E-05,-1.3966030937916877E-05,-5.4968040937817724E-06,-1.5151798070300022E-05,-1.4542420038052823E-05,-1.1796833320019495E-05,-8.8482208375075459E-06,-1.0977684235960207E-05,-1.147827477143324E-05,-1.655192761142184E-06,4.0732152041810371E-06,8.7243131723185864E-06,8.7851761976483463E-06,-2.3464041770846087E-06,-1.161657593371674E-05,-1.085219813953437E-05,-1.5205482493984737E-05,-3.0448255486074785E-06,-4.6305734880821441E-06,9.5177982663656159E-07,8.037741047174834E-06,1.9322016972482931E-05,6.4233843698693605E-06,4.3947431684706322E-06,5.6828016057233185E-07,1.1786473942761883E-05,2.0724810830761413E-05,2.6554763422930012E-05,2.0737216875087294E-05,2.1592624204132863E-05,1.7818224571157996E-05,1.9545154358069326E-05,1.2362777620773354E-05,5.994245374577733E-06,4.0417863193280347E-06,9.1394993212910192E-07,2.9020889907117997E-06,-3.6393582879002654E-06,-6.2364054823291582E-06,-4.5246528737881554E-06,7.5028518657673788E-06,5.2310670707062738E-06,6.33348498337537E-06,2.682041651423372E-06,4.7217442781652688E-06,-6.4595349257945196E-06,3.6365768921491249E-06,1.0265411560156737E-05,1.0336788398117999E-05,-1.4577746087827169E-06,1.5130662147616537E-06,-8.5019116997452069E-07,-2.189412378395151E-06,-1.4305733695100742E-05,-1.4801103439327666E-05,-2.4446542106433487E-05,-4.0629020348088483E-05,-3.5571965198232044E-05,-2.4299546893376572E-05,-2.8076108862504379E-05,-3.6457985092778949E-05,-3.1408235545301696E-05,-2.5847052486320932E-05,-1.5168349329253662E-05,-1.3521769957482466E-05,1.5683710192298018E-06,1.5348546508151285E-06,8.18386257450327E-06,4.4709265085102593E-06,1.0884915444448566E-05,2.0718668616576073E-05,2.7040451454131262E-05,1.3996107584908609E-05,1.5697082316294669E-05,2.1320803481913631E-05,3.1725827900643994E-05,2.2485319842610546E-05,2.1836740349302289E-05,9.6505189096359338E-06,-1.3924270798887333E-06,3.755104017750818E-06,2.1944265961684895E-05,2.3308738052063026E-05,3.6204058989709582E-06,5.4520520326209915E-06,7.3623426868737889E-06,3.114261947290097E-06
1,P4,25,5.5928233031431244E-06,8.8857635997463939E-06,9.4628194908489833E-06,1.4401241509557648E-05,6.7980802899673084E-06,8.6135579247199E-06,1.82207228619984E-06,-5.764001149619464E-07,-8.456043717410773E-06,-5.254059850169582E-06,-1.1906084546771576E-05,-1.8397116090047453E-05,-2.6831032510720093E-05,-2.3520930440761806E-05,-2.1500666100049471E-05,-2.1248649856095244E-05,-2.062588772132432E-05,-1.964773278135781E-05,-1.2823220629505265E-05,-4.5785955608411618E-06,8.54949145968818E-07,6.0244435570637255E-06,7.0412180267450032E-06,-4.9287760752866688E-06,-1.7560195947264082E-06,5.2251794856607124E-07,-1.2246676669623657E-06,-2.7909637519923122E-06,1.0011282955423552E-05,9.2829830946820485E-06,7.38139280341085E-06,-1.0795111399741712E-06,3.7999229399820865E-06,9.6517927958548145E-07,3.8719940042118677E-06,2.9302460882883671E-06,6.5752880377491465E-06,4.1817969173560843E-06,2.2576770472279233E-06,1.6333807750859257E-06,1.0869442968048729E-05,1.4019167894507341E-05,1.12558358660642E-05,1.6919114110871087E-05,1.9455607892127819E-05,2.192784713956883E-05,2.2241977192439816E-05,2.4119054467646987E-05,2.1266426321615189E-05,2.4723188438749973E-05,1.6694302252381225E-05,1.4987531731273611E-05,-5.5035044807851962E-06,-1.9742201673681202E-05,-2.7523893051753564E-05,-1.9889625227485489E-05,-2.1228720670669131E-05,-1.8908029676323989E-05,-1.8922893197782826E-05,-8.3009275982451144E-06,-7.4510889816266979E-06,-1.223020016279253E-05,-1.4110650390078507E-05,-9.9011338880033425E-06,-1.7731714625448291E-05,-2.3085093636608782E-05,-2.6414200433236209E-05,-2.8644585708851871E-05,-2.8826234944474294E-05,-2.5622209712204761E-05,-1.0285710052312195E-05,-7.5967710878557554E-06,1.5561038675933432E-06,2.1413696606138071E-07,7.34454654607733E-06,9.1078305356253464E-06,1.1548582872330783E-05,5.6109878985716736E-06,1.3452557456342554E-05,1.063475253656294E-05,9.76248801827025E-06,6.0716526738817761E-06,1.3668881625880229E-05,1.3069420438858375E-05,1.1004959301497193E-05,7.5391701745383337E-06,1.102311873042563E-05,9.84070785092256E-06,7.4533808023817536E-06,6.4624000514199247E-06,1.2321847007685164E-05,1.2144687133695586E-05,5.4645927453500232E-06,7.6504302864780684E-06,5.7758728527395735E-06,6.6877465710492736E-06,3.7010943705225123E-07,1.2880189480208602E-06,-3.2914392915410032E-06,1.1609209418644859E-06
2,POz,25,7.6762564724492885E-06,6.7886488643650093E-06,5.5231500842836769E-06,5.916643311462953E-06,-6.2516200735499987E-06,1.480673183682722E-06,6.2153039466474662E-07,-2.5757149567278777E-06,-1.5848691891321439E-05,-1.0724506214005163E-05,-1.3257429155150329E-05,-1.707226824982951E-05,-2.526709153814E-05,-2.2968486546305782E-05,-2.2682848339369057E-05,-2.0493383677448216E-05,-1.9534433095369368E-05,-2.0897520763942141E-05,-9.69442610411294E-06,5.3059381320695187E-06,6.4281411068065958E-06,7.6292890839246875E-06,7.53102622989381E-06,-4.4027541256224912E-06,-4.0762661555807016E-06,-1.6736124790854186E-06,3.8246311770242862E-07,3.7492713386344326E-06,1.3737306341543025E-05,1.1668181905725455E-05,7.3144732718683978E-06,-2.8394828449821412E-06,4.7316817587115026E-06,4.5535720879481636E-06,9.7498348401038322E-06,1.0093125370576872E-05,1.4192436890419118E-05,1.0153504747913858E-05,1.4306545932105424E-05,1.0427883234177028E-05,1.4457104085611157E-05,9.691119631837686E-06,6.787557365193283E-07,1.1364102093813923E-05,1.9944132501471543E-05,1.5424809790888574E-05,1.6071945008193191E-05,1.9537036522980664E-05,1.0513292603249043E-05,1.1906054243911733E-05,8.5184261933383017E-06,9.18636350905116E-06,-7.0388052804394686E-06,-1.3578323420908572E-05,-2.2094029868256945E-05,-1.6499275324644213E-05,-1.7285860804762209E-05,-2.1866295703585262E-05,-2.4751718695596085E-05,-7.8742263342401169E-06,-5.657085673585805E-06,-1.1011102603488631E-05,-1.2978908517679663E-05,-6.1307531052757976E-06,-1.6043121293592478E-05,-2.4328343411091791E-05,-2.8208299585122757E-05,-3.0093622106820839E-05,-2.7617282610001936E-05,-1.4745297224714013E-05,-3.2670885352421185E-06,-4.1114815558259431E-06,1.2865492805193586E-06,5.0506521745091775E-07,7.9110997244063291E-06,1.0567938705493344E-05,1.2466782406218363E-05,5.6366426724890279E-06,1.321883248796385E-05,7.9167965058351784E-06,6.81669852007744E-06,5.337562146062002E-06,1.2983156820980244E-05,7.3162662181514095E-06,3.9688946840263537E-06,3.3355728931231875E-06,1.2088818389078812E-05,1.2042471074527853E-05,5.8182621233043692E-06,3.4023204786589632E-06,1.8188292131350688E-05,1.5768482834323418E-05,5.8912972793855514E-06,1.0801805533997392E-05,1.3936915315438757E-05,9.9503867241532784E-06,-3.0955204736988042E-09,6.5014816541845127E-07,-5.041710462191728E-06,-5.3606802559876068E-06
3,PO4,25,4.7919357604023795E-06,9.01679858433244E-06,6.32446198030309E-06,7.4573778312639368E-06,2.8186835683310242E-07,5.8396578996890037E-06,1.1297125256349664E-06,-5.2567669204035287E-06,-1.4008515260714946E-05,-5.5410397947217408E-06,-1.3342497824862702E-05,-1.9230705550788655E-05,-2.0784126534456937E-05,-1.391491361029312E-05,-1.3529242856744742E-05,-5.2975251026642757E-06,-2.7413900418611525E-07,1.3377079350766997E-06,7.4530217103530076E-06,1.1372956897396731E-05,7.35578697938008E-06,7.9276502402331452E-06,4.4223137322822443E-06,-1.2717333269918187E-05,-1.6137097410591927E-05,-1.5693692436696184E-05,-1.7550032499040087E-05,-1.6491486918532724E-05,-4.7371774301669966E-06,-6.9303646826016511E-06,-8.6264063238505459E-06,-1.633822986010347E-05,-9.42494378839171E-06,-1.0865008917097455E-05,-4.4371054447685986E-06,-3.5817784988225121E-06,5.2570910277279238E-06,4.3682865773472014E-06,2.7447286745320542E-07,2.2028678746374404E-06,1.3284651673214066E-05,9.0847485948268637E-06,7.12664795606947E-06,1.4795019305831595E-05,2.2001818307060854E-05,2.5635132494030962E-05,2.6270831182380126E-05,2.430520462243386E-05,1.6856791215204688E-05,2.0585439924162396E-05,1.4525113644837065E-05,1.3157302109023842E-05,-2.872571933118106E-06,-9.9834035282772967E-06,-1.5986514920061477E-05,-7.7520741413275358E-06,-6.1092402597002264E-06,-2.5474463701125654E-06,-6.4974469866075859E-06,8.1996430718701115E-06,7.4802944097073095E-06,-2.1483604754178095E-06,-6.154734656161625E-06,2.6326182069667418E-06,-1.0086678152284702E-05,-2.1370363629212485E-05,-2.6112361785193864E-05,-2.6508683427304343E-05,-2.8501447026719708E-05,-2.6114078398029609E-05,-1.4747474486910032E-05,-1.0393281739584171E-05,3.0376045484127104E-06,-7.1361847078715631E-07,3.0853208764407314E-06,5.1411132637611787E-06,7.3580543591339956E-06,2.65200396606159E-06,1.1128067682455011E-05,5.2956928593576042E-06,6.0113049164009769E-06,6.9675267954774315E-06,1.302795391199644E-05,6.51076907732944E-06,3.1084239421028819E-06,1.8539360058235678E-06,1.0120162562223312E-05,1.1442174682208E-05,1.204473494437994E-05,6.2349559229811034E-06,1.0706619282148242E-05,9.2966469753667677E-06,3.2560186680824648E-06,4.3693774543501217E-06,4.77850252012479E-06,5.8019879041546655E-06,4.4460231626486157E-07,1.5358663663233181E-06,-2.6306102956685797E-06,3.8250495092484785E-08
4,O2,25,7.5664711011730831E-06,7.3008073698793434E-06,5.9850563726367683E-06,1.117079202506299E-05,3.4895619803208418E-06,6.43150687153259E-06,1.166849597587529E-07,-9.78809108191418E-06,-7.2676892709294494E-06,7.0435332478572986E-07,-7.93060979826134E-06,-2.0195764434056778E-05,-1.682820869942854E-05,-1.6802654235006484E-05,-1.2575831943528381E-05,-2.0536899077460144E-05,-2.0206456601187794E-05,-1.5393216152186051E-05,-4.1962465383477424E-06,-9.815910335472914E-06,-5.7718897719051784E-06,1.9523010898889839E-06,5.9668033122977036E-06,-1.4957680735981367E-05,-1.51849046974301E-05,-1.5485465312607156E-05,-1.3811174031014746E-05,-1.0718565923990502E-05,1.4457485584010478E-06,4.6551811412229984E-06,5.887039587574558E-06,2.4869476406303897E-06,5.2033325853472011E-06,4.6766197218987012E-06,3.6564096544531016E-06,6.3482686697504979E-06,1.3473253869308725E-05,1.9879388720203057E-05,7.974658530916306E-06,8.5389434026673453E-06,1.0810998871045054E-05,1.3577495356760653E-05,6.2330888468811744E-06,1.1452510671030253E-05,1.1999798456883501E-05,2.0782920462537986E-05,1.6888547741743748E-05,2.0329774042533016E-05,1.9951242680786053E-05,2.054927658367961E-05,7.2651563646993079E-06,8.581258769683837E-06,-6.84912233314199E-07,-6.6243625880106911E-06,-1.2761670889398781E-05,-1.5724184663371302E-05,-2.0059144063643673E-05,-2.4378628471189132E-05,-2.6601171862520561E-05,-8.21311959026346E-06,7.4677613726417722E-07,-1.205153929243388E-05,-3.9484507717235E-06,8.5681614897415468E-06,2.1847716581424897E-06,-1.7102277010974685E-05,-1.9435774045008207E-05,-2.3066378489035336E-05,-1.8723961729641359E-05,-2.2845892332653405E-05,-1.1445984075775728E-05,-1.3264341338429746E-05,-3.3121418476270584E-06,-8.4989251286140647E-06,-4.1134071592138315E-07,8.6126820047521162E-06,1.3403320846408519E-05,5.8656658151235963E-06,1.135511687788948E-05,7.508304559202207E-06,4.1627337728755162E-06,7.3691276054494361E-06,8.9219516492654243E-06,5.47454666626846E-06,9.3085930133859667E-07,3.9594350674891471E-06,2.4061954710245035E-06,1.2850142480361743E-05,9.38151205804344E-06,4.60966981400235E-06,3.9992506516107944E-06,1.4881341317396823E-05,1.0578046842149554E-05,1.0716191149388544E-05,2.9962990781808981E-06,4.73323107006885E-06,-1.4040612765232635E-06,5.3608897706097686E-06,3.0285350885346634E-06,2.8497070250038942E-07
5,O1,25,9.9189023872689417E-06,8.233981423367439E-06,7.78506896059282E-06,6.1775914928656753E-06,-1.5906917889189257E-05,-1.7220404576088696E-06,5.4377501792515422E-06,-2.204917395362533E-06,-1.6645293181699947E-05,-1.2851439926879442E-05,-6.1523212908818048E-06,-9.588894176443115E-06,-1.3283320609374705E-05,-1.6237007274371664E-05,-7.0069499580041038E-06,-9.6855645948495776E-06,2.7759395887646022E-06,-9.9622781630127656E-06,1.129458705998897E-06,8.42594121052733E-06,1.1076718583277053E-05,2.4993021526660933E-06,5.669370848459354E-06,-9.2689568578007013E-06,-1.0277263406554625E-05,-2.3455290736846383E-05,-1.8604774812069817E-05,-1.1579106230991386E-05,-1.1442632921588979E-06,3.4108596477956211E-06,-3.3003880099865213E-06,-1.3048014418313373E-05,-2.5635375837668077E-06,2.6627235999743434E-07,-2.1195182089924797E-06,6.0987470416083979E-06,1.0997983002262827E-05,8.0573413985189715E-06,1.9314458871282933E-05,2.1501662707978141E-05,1.4734580789744296E-05,1.0812137118842264E-05,-1.2215867131344287E-05,1.609158505212167E-05,1.3920759683961231E-05,-1.030051538559848E-06,9.2657535595915391E-06,2.8337151449301427E-05,1.0944753585518415E-05,1.1033540094068741E-05,6.4269687255057274E-06,4.1965673890905173E-06,-1.6667777887980621E-05,-1.7645256219775266E-05,-2.4125786964455977E-05,-1.6188400951472844E-05,-8.9879585781171468E-06,-1.9603340960903058E-05,-1.2183708512605402E-05,5.6163495791396244E-09,2.31847650667458E-06,-1.2952454755681148E-05,-9.9092792095673787E-06,-5.6084485511447317E-06,-1.2350082869532717E-05,-2.4435199375817429E-05,-1.87266641293953E-05,-2.9240702530484719E-05,-1.8763881573026872E-05,-1.2418211641572244E-07,1.3729775404733107E-05,3.0177004351382755E-06,-2.4262446625272875E-06,-4.9631314998889E-06,1.2328969091146871E-05,1.2882417189116054E-05,1.4227554680066214E-05,6.1464130951600976E-06,1.400677593083317E-05,9.3556422867885023E-06,3.17905485727442E-06,1.0010960093176836E-05,1.5138371423126323E-05,2.5238785923792437E-06,-7.6964434421366437E-06,2.6607293726099823E-07,1.0009187195737848E-06,5.2272632146889653E-06,-7.6156850112443221E-06,2.140106737486298E-07,1.7820596497772192E-05,1.2693023776108475E-05,-1.0599960489587812E-05,1.2090493276513912E-05,2.094337238932996E-05,1.1588502054320285E-05,-3.8446997603242143E-06,3.9246073379964219E-06,-2.388460385571684E-06,2.3933405767406391E-07
6,Oz,25,3.6532420473040558E-06,3.6737496593867535E-06,2.2360121747650365E-06,6.3791537261507514E-06,-2.5283641827593202E-06,5.9378053770118395E-06,-1.4069214271570873E-06,-9.1379023015269409E-06,-1.8419646235264751E-05,-1.0735975242368837E-05,-1.026173259643788E-05,-1.4448725810400691E-05,-2.473550214972194E-05,-1.9910974399409674E-05,-1.7929730328182859E-05,-2.1786076800130049E-05,-2.2802819355799195E-05,-1.6120164329207917E-05,-8.7383760609626081E-06,-3.2880963336271492E-06,3.2830144772285384E-07,3.3227314409349644E-06,6.5892495721391516E-06,6.5486621832863727E-07,3.3555071295458363E-06,3.29498822169242E-06,1.8411208423913051E-06,-2.1584976299753063E-06,8.3771083464816054E-06,1.1240801024308765E-05,9.1467263490941627E-06,2.64101853995515E-06,1.2503586545439003E-05,8.8095231137250682E-06,1.0983262200480347E-05,1.2508001861269508E-05,1.464925822126934E-05,1.1218468471921205E-05,1.5430873409802591E-05,6.1828474394246533E-06,7.6925073386518128E-06,6.3189074013795748E-06,2.9381723927015168E-06,9.1460185963294428E-06,1.4836754009703997E-05,1.9709436529789893E-05,1.91912324816166E-05,1.5914247631275227E-05,8.6771477425699753E-06,1.3806955652925495E-05,9.52438607957375E-06,8.0156272149365624E-06,-8.6051579815936779E-06,-1.3397124877943009E-05,-1.9808613622254338E-05,-1.4763655551565354E-05,-1.9200584448874346E-05,-2.2080079905811004E-05,-2.3038132968303264E-05,-4.3370571808048224E-06,-6.2464377094009756E-06,-1.3797798519078141E-05,-1.3652091871808874E-05,-7.0230037131125E-06,-1.7852920913087136E-05,-2.5433919146356003E-05,-2.7403347967081068E-05,-2.905949780423755E-05,-2.9241161826844009E-05,-2.0975197149967814E-05,-6.3585998709480155E-06,-1.1835058245008491E-05,-7.5833374651034961E-06,9.5463127897514361E-09,8.7835798921464041E-06,6.9097934976381283E-06,8.5242885390920351E-06,3.0286945005052724E-06,1.1038338510441637E-05,6.0691477022105754E-06,7.7217067403658721E-06,6.1582438195724439E-06,1.0504433626710317E-05,6.8429980082709514E-06,6.6454689506088544E-06,1.3893407101960975E-06,6.6667091046384028E-06,1.0406094635666243E-05,6.3955874149543492E-06,5.9045281174702771E-06,1.7345360946566538E-05,1.6332886721856581E-05,1.237054038348609E-05,1.7009074069522355E-05,1.052567121558931E-05,7.0151686625938279E-06,3.6454219873840076E-06,7.7259290611255763E-06,2.5071727425943612E-06,-3.5774897671340522E-07
7,PO3,25,-6.4472786706271254E-06,-7.252371176857569E-06,-1.6943033360883788E-06,2.1798351426700451E-06,-1.5308672335945577E-05,-1.9961783615350625E-06,1.5160979606501501E-05,5.1543889041591428E-06,-1.1704599406847064E-05,-1.26359644222097E-05,-2.1814162638787283E-06,-1.5989264559411517E-05,-1.3602098355300065E-05,-2.5077060968774785E-05,-1.2395916516664316E-05,-1.8434987649411182E-05,1.0113905779974459E-06,-1.2351772803755862E-05,3.7358955895614737E-06,9.0867714644100417E-06,1.4799745229262852E-05,1.9452582618340741E-06,6.6473751669349914E-06,-7.9092036279995143E-06,-1.7685633949237643E-06,-1.1245317023921427E-05,-1.0390014685035139E-05,-4.9368574223493969E-06,1.7930324130272027E-06,6.2549725811364856E-06,2.5520413243561145E-06,-4.0425326323470578E-06,-7.0166778134380566E-06,5.6062298502510863E-07,-5.7468428035497254E-06,3.8822129532109948E-06,3.5517453730178791E-06,1.2546683317030224E-05,1.5080143031858279E-05,2.3391534726058307E-05,1.0158839780258909E-05,1.6431214343129643E-05,-1.0693391486272459E-05,1.5323963093705733E-05,2.3082157979708359E-05,1.5319072931841579E-05,1.1055794902776874E-05,3.3127810064528514E-05,1.6458596210418157E-05,6.0386017195258551E-06,-3.8672031015239662E-06,-3.382866313290035E-06,-1.7295666008508441E-05,-2.0190476226966263E-05,-2.3121627214349114E-05,-2.2296542741902627E-05,-7.8076129160405037E-06,-2.0020039583842126E-05,-1.0425516148868169E-05,-1.3555821239710325E-06,1.2297354664964294E-05,-4.0476740006897016E-06,-2.1975251325294174E-06,-6.9030860558511266E-06,-4.369359014148079E-06,-2.4553163020313784E-05,-2.192947554997141E-05,-4.4243720691012188E-05,-3.5775817617099589E-05,-1.423785342083228E-05,5.3740400574382579E-06,-3.45488261038364E-06,2.8559188041142174E-07,-3.0964772374576881E-06,9.1454775587122624E-06,1.5282402881477667E-05,1.6045465096101538E-05,4.0788153966979875E-06,3.6790793738744909E-06,7.9084411575924424E-06,4.4939781857985509E-06,1.6983503046542305E-05,2.3579412530440031E-05,2.4014042261948116E-05,3.5282256708012234E-06,1.2553503766061072E-05,6.2612591519644176E-06,1.2403435475921563E-05,-1.0295707860513663E-05,-3.9685248206640019E-06,1.3088217704812796E-05,2.7992850406538007E-05,-1.5964010598014814E-06,1.16873766473485E-05,2.2003559973497631E-05,1.9084442646208928E-05,-4.1337873751379264E-06,-5.9947709597855976E-07,-5.3653036465171543E-06,-8.0518581708221933E-06
8,P3,25,-1.6341019464655787E-06,8.824717314327581E-08,1.9429822667766489E-06,3.1556689669913784E-06,-1.2485232370059844E-05,-5.844082731244595E-06,-3.3037532927827355E-06,-1.857364778175264E-06,-1.5536019367081613E-05,-1.1981252869946307E-05,-1.3031822795833619E-05,-1.4198383280893023E-05,-2.1702056762665528E-05,-1.7873957119807682E-05,-1.5583627554445983E-05,-1.3070010278732743E-05,-6.6313306199267368E-06,-2.3959377324420803E-06,9.2123156199319631E-06,2.3726405871399114E-05,2.1845964320248062E-05,1.5288113549726618E-05,7.9848420158127466E-06,-8.03043110451078E-06,-8.27332841188856E-06,-7.0750085258798363E-06,-5.3725231600440448E-06,-7.6087205748727836E-06,1.4842178611612077E-07,-1.1076489014271842E-06,-1.3591816219944618E-06,-5.6636483604952775E-06,2.0389887882419472E-06,-6.217273293532783E-06,-8.0646535171947387E-06,-7.6776542056347411E-06,-9.8086022579396658E-07,-7.0731086297017667E-06,-2.8350338763697286E-06,-4.70709691735914E-06,1.1596294314538305E-06,1.3293518869040852E-06,-6.3591086235031319E-06,5.6041776082062107E-06,1.8694692692869194E-05,1.6210551438690245E-05,1.9023193927449485E-05,2.6958114767612462E-05,1.7489231902951847E-05,1.6210398771292821E-05,8.26101821953404E-06,6.0518566653182263E-06,-8.4710279849931687E-06,-1.3826541672213139E-05,-1.9947321534079002E-05,-9.6694982340150413E-06,-1.2103565711620878E-05,-1.6725816399002692E-05,-1.3965177575313646E-05,5.2107340981311831E-06,1.1471859206808795E-05,1.2843980449186754E-05,1.1683250787727348E-05,1.54049930081794E-05,2.6928056077196557E-06,-9.71107417443205E-06,-1.81306808910767E-05,-2.4552114872071024E-05,-2.5002266392765864E-05,-9.9281972275302709E-06,5.7485720475279229E-06,4.9715471201411127E-06,6.143086036241392E-06,1.0025191475245711E-06,8.1212386076953889E-06,8.8865452985325882E-06,5.9463166016311426E-06,-6.0402753776953153E-06,2.0960541066466761E-06,1.3845510653796242E-06,1.8483163628481345E-07,-5.7443836607776288E-06,6.02507128510885E-06,5.7191711864537645E-06,3.169845901762838E-06,7.018451127841856E-07,6.2704287647307276E-06,3.2506273536282743E-06,-3.7983553076779039E-06,-5.0672637384485168E-06,1.1154808685092032E-05,1.1613449277814938E-05,1.7741148214264556E-06,7.3576894818303042E-06,1.0217664424592665E-05,6.8140480674967055E-06,-3.4888024388099745E-06,-3.8292699594264979E-06,-9.522882562514503E-06,-7.37260277817677E-06
1,P4,26,-7.9431812434289784E-06,-7.3361107302402309E-06,-7.2910527810146012E-06,-6.1231068402047009E-06,-1.0152619884670506E-05,3.7492367106730871E-06,4.3425821181092108E-06,4.9550950995279051E-06,1.112103097719715E-06,7.6562165449068016E-06,8.8934301502771184E-06,5.3598217850295255E-06,1.164117369426948E-07,-2.6013094713590837E-06,-8.032505345541016E-06,-6.5778690584491879E-06,2.6951095316700613E-06,5.0202476661951366E-06,1.0914405937277183E-05,3.9973633694547606E-06,1.8050646826043562E-06,-4.9661872057397512E-07,1.6014945297696647E-06,3.3553352043705719E-07,5.577253946256487E-06,-1.1390818580207874E-05,-1.2849063199602061E-05,-2.7265281865389218E-06,1.2587277262982823E-05,9.8076864239258745E-06,7.7012877442371691E-06,1.3350801250363063E-06,1.2138691277554713E-06,-2.6514428964990222E-06,-5.4004366829228634E-06,-8.2269829726659176E-06,-1.2218002915786997E-05,-1.1286171663977646E-05,-9.54617913549933E-06,-1.3442964641018739E-05,-1.6366665877803091E-05,-1.7308242766745702E-05,-1.7356185433591897E-05,-1.6858533482007004E-05,-2.0466398106432237E-05,-8.0811880497123979E-06,-3.6767295324137678E-07,8.8603966449607116E-06,6.5463525648833258E-06,4.773909972755015E-06,-5.8235772478574368E-06,-1.2270107133860459E-06,-4.012032250862652E-06,1.9335530608705872E-06,5.8154287943454331E-06,7.3066591375342442E-06,-1.6313526450843351E-06,-6.7239650953539306E-06,-6.830618009417892E-06,5.5664074292386307E-06,9.7236247834959879E-06,4.6563500332529464E-06,4.3458305292405024E-06,8.6388309698162325E-06,1.1650379893232037E-05,-8.2516248496718544E-07,-3.0779690148019429E-06,-5.7142776847780222E-06,-2.0851197084785512E-06,-1.8805467340185108E-06,4.0066069520097228E-06,-8.6357337072391527E-08,6.0760667696862189E-06,8.1840935460142626E-06,9.4050402891636583E-06,3.3443219246467662E-06,1.66173734294528E-05,1.7674588911190972E-05,1.7090553352292333E-05,1.3471032481585303E-05,1.396139084943819E-05,2.8504179132961235E-06,5.3470775274467154E-06,9.9948185608933767E-06,1.6081760455768171E-06,-1.1706406296063419E-05,-2.4135888755652784E-05,-2.100173870275277E-05,-1.6213391763864597E-05,-1.0866381401002436E-05,-3.14930355817385E-06,5.3540384334493813E-06,5.6576528162739169E-07,3.15980973618471E-06,1.3817323998784673E-06,1.0526821622973718E-05,6.4232719518690604E-06,1.013292627827625E-05,7.78645187176073E-06,1.4676533046880497E-05
2,POz,26,-1.7601794743925288E-05,-1.4717724523452479E-05,-1.3514424640055274E-05,-1.1483851895710324E-05,-1.1979549461633329E-05,1.3096099207214304E-06,5.9518406436855953E-07,1.9891318816553651E-06,-5.2053709984614578E-06,9.7426145810262944E-06,1.0066335178779817E-05,3.3770577293252197E-06,-5.87837015544866E-07,-1.2249443227105649E-06,-1.0769832709880748E-05,-1.0119592396219468E-05,3.3968601766421035E-06,7.5590070020489464E-06,1.0078268634786476E-05,6.4395352557033859E-06,5.0794213028771513E-06,3.0799878981661659E-06,5.9957938905690146E-06,1.5347304818585956E-06,2.5049271451278296E-07,-1.7133423980840786E-05,-6.52388033466417E-06,1.1559050707029052E-05,1.8757391646679992E-05,9.4429244881570134E-06,1.1491241015276278E-05,8.1233023069055387E-06,1.0890084274062517E-05,4.6396553072059E-06,-3.4560249800839842E-07,-3.6407347262724525E-06,-4.4608229008509134E-06,-3.6685480608297306E-06,-8.8103825602161126E-06,-1.1862742552507854E-05,-7.4873650141880608E-06,-1.4920002283210123E-05,-2.176670764473832E-05,-2.6399585863867791E-05,-2.6685157612548338E-05,-1.1460985596348722E-05,-6.1228449915710733E-06,-2.8043642029358191E-07,-1.55772374597695E-06,-1.4598128433405954E-06,-1.1572084974644907E-05,-8.3213606498241888E-06,-1.069872015960478E-05,-6.0471272671158741E-07,5.512302660725059E-06,9.195825921442587E-06,-4.8742512100415926E-06,-8.1018513071327648E-06,-3.1538680704408451E-06,8.2814634165728E-06,5.8140997598425831E-06,4.4948262850851947E-06,3.198542643795002E-06,2.9916652955408446E-06,8.2015603891417236E-06,2.7280693613977916E-06,1.3755670878418306E-06,-2.5535416534572754E-06,-2.499801057346733E-06,-5.5132878802411582E-06,-1.8831442615683745E-07,-3.46879311965752E-06,5.2787721734768854E-06,1.2295723461828365E-05,1.0065412501956627E-05,3.188833801348067E-06,1.3119634180811548E-05,1.1652694226953762E-05,1.5667227963644097E-05,1.1958157504127748E-05,1.3020977759169435E-05,4.5124606565593086E-06,8.7025160291581882E-06,9.6827544873790858E-06,2.833802595666737E-06,-9.4858819196895139E-06,-2.0701674134511333E-05,-1.7207775722183553E-05,-9.4526220804512284E-06,-4.545791612750485E-06,-6.9402545373436438E-08,8.1431555868204741E-06,4.04666463699536E-06,2.24099084092892E-06,-9.463848101958443E-07,1.3551173833724455E-05,1.7236079792270036E-05,2.2612947694767117E-05,1.4864751356824477E-05,2.1936195795961416E-05
