Channel,10-20,ChannelGroup,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
6,Oz,93,-8.811661898462388E-06,-9.0406217652378523E-07,4.6006228288411476E-06,-1.363375977211236E-06,-1.2257239116273463E-05,-1.2762770243731578E-05,-1.750619301072633E-05,-1.4758064720241017E-05,-6.5736563006700324E-06,-1.0744834071385686E-05,-2.3694176496708471E-05,-2.9094831191836648E-05,-1.7516651187623307E-05,-8.1964457953968817E-06,1.7315474479190868E-06,-1.5905845944824129E-06,-8.6108274604441268E-07,-1.1714221541958794E-05,-1.0918073863925336E-05,-1.2840764737132935E-05,-2.3471843236505096E-06,-3.5299511792231289E-06,3.85259511014608E-06,-2.7809317324410486E-06,1.5084641115377943E-06,5.949015234261248E-06,9.5823709160368145E-06,3.9706443173587738E-06,3.2545724047834483E-06,7.123470588652877E-06,1.5202812857732558E-05,9.24461365261643E-06,2.3930457793657623E-06,3.6610070952641563E-06,4.3191662170011484E-06,5.1520195429898223E-06,-2.650811775517569E-06,-5.3376098994131013E-06,-1.1736321310744823E-05,-1.417215242586504E-07,-9.7354788040802182E-07,-8.4078789241423742E-07,-6.6613562866420708E-06,-3.8766675753971935E-07,4.3032570675958908E-07,8.1476496784493761E-06,7.2692374444889342E-06,1.9577209546363913E-05,1.7675789606502025E-05,1.5295468312026191E-05,1.853706837475659E-05,3.0504489771951803E-05,2.8045302079519957E-05,2.0335026899222268E-05,1.0755288394993085E-05,1.2937107331974507E-05,1.4013892852901493E-05,6.5902920956268485E-06,2.628232652619763E-06,6.5146091530167695E-07,4.0309146077870359E-07,-6.85077465898053E-06,-7.819497679440491E-06,-1.6952511565093586E-05,-1.544070328786965E-05,-1.0828764674711985E-05,-2.9839198523541343E-06,-1.0728589015924954E-05,-9.7733394852619924E-06,-6.6469736587270931E-06,5.8587513335554843E-06,-7.385370207373304E-06,-1.6862811540062872E-05,-2.1220631421786185E-05,-6.6033878517443779E-06,-8.0102991657552447E-06,-1.6401088248995464E-05,-2.0026934769473202E-05,-1.1706870794707524E-05,-7.7530400719428835E-06,-6.2676485630555866E-06,-4.25547955362554E-06,-5.9763691890920157E-06,-5.3773758445105868E-06,6.3331825883924479E-07,7.2205267834690953E-06,1.9084956805616159E-06,9.7961575499255E-06,2.1282557231395589E-06,-6.2924579364725794E-06,-1.7897789470223473E-05,-8.0768480387822488E-06,-2.0167989590513506E-06,2.0934793959142131E-06,-7.61908200465525E-06,-1.3172722119830454E-06,-4.5065848006054584E-06,1.2879088951844132E-06,3.68883563056064E-06,7.7330525782440864E-06
7,PO3,93,-1.1177534523180592E-05,-1.8062675015268403E-05,-9.2553028603143745E-07,-1.3588512846686246E-05,-1.2086914676540049E-05,-1.7453214949179662E-05,-3.8387171601091264E-06,-9.0625563396116971E-06,-1.1481800741766087E-06,-1.5022390706873524E-05,-1.6047463391508282E-05,-3.2261096399503311E-05,-1.9717015031064265E-05,-9.2916429385592948E-06,8.2094535102652425E-06,4.67525815625896E-06,3.4915092154464741E-06,-4.183666388440424E-06,-5.4722346241626381E-06,1.0255040584196158E-06,3.5297633930757927E-06,3.8019411369486139E-06,1.6918970144670322E-06,9.93103459768127E-07,-8.9456723242938956E-06,6.0931130383402813E-06,3.9573365431838429E-06,1.2854165071338157E-05,7.5141784471295734E-06,1.6163412850192554E-05,5.9940189913281538E-06,1.8478367935593995E-05,8.9476079146648025E-06,1.5015527979282071E-05,7.7095803881004626E-06,1.2634506205788307E-05,-4.2428083482019374E-06,-3.1516564711399807E-06,-1.6529231562175255E-05,-1.5479275847150066E-05,-1.5718200632527011E-05,-8.6251110892522749E-06,-5.70401885173844E-06,-3.2171150247438825E-06,1.4926488794127658E-07,-5.1915996902448644E-06,3.670130429284105E-07,4.3225481558007163E-06,1.224345272411843E-05,8.84116178158418E-06,3.2144036215050635E-05,3.6664195000699046E-05,3.9083978780332179E-05,1.1184480425667293E-05,1.0390250358641496E-05,3.4351303437492743E-06,1.6988432433342895E-05,4.3920479658535465E-06,5.9509840274118605E-06,-8.433130051717124E-06,-9.3717507787796258E-06,-1.4134313532210591E-05,-7.7421651917828954E-06,-1.8762238617962951E-05,-2.0364577498397397E-05,-1.3718186370563191E-05,-3.9420607832445135E-06,-1.2951628945533192E-05,-2.1586119475680041E-05,-8.20488690947988E-06,3.5011014461652457E-08,-8.4751139898517988E-07,-1.6887400327522996E-05,-2.0265195027418473E-06,6.84655933164709E-06,1.3906378587631931E-05,-5.0749447511642673E-06,2.55035625456462E-06,-4.5862172966652922E-06,2.8709748964996907E-06,-1.2331169577328563E-05,-5.8176270621304076E-06,-8.0722366640130718E-06,1.7316726099887262E-06,2.293784750789167E-06,1.8198407402760844E-05,7.7148014229226278E-06,7.4075906571560424E-06,-7.2073929488765436E-06,-1.5638000058245958E-05,-2.7760234148774787E-05,-2.3576913837565193E-05,-1.3344361192016064E-05,-9.1224918182926262E-06,-1.6521209600613494E-06,-3.8024335255892996E-06,2.050955574464938E-06,-1.1982073056325495E-06,1.0946748188989411E-05,4.4108395234031509E-06
8,P3,93,-1.093121034529858E-05,-4.8853063117477185E-06,3.0883994777741306E-06,-1.1694489711369437E-06,-1.1767188489453061E-05,-1.2385674681156903E-05,-1.4235216410709287E-05,-8.8950398346891738E-06,-7.9256730627411167E-06,-1.5951133398297444E-05,-2.3532127427902714E-05,-2.8757410114161302E-05,-1.6266417161509119E-05,-5.5615347677027812E-06,3.8488391144827551E-06,6.7979696681236478E-07,1.7270572107161587E-06,-1.1949182017071634E-05,-1.2732342165074572E-05,-1.3439729623713113E-05,-5.5132913006462645E-06,-7.2320120112026984E-06,1.1796721315087438E-06,-5.7640051549655431E-06,-3.7628207667814471E-06,1.9341640834892986E-06,1.0562654775628843E-05,6.4504238656909584E-06,7.499160532040282E-06,9.6796426248438956E-06,1.3420740760189122E-05,1.2310939835097937E-05,1.2207177540505293E-05,1.4963722266074772E-05,1.7354468448081659E-05,2.1455169237641269E-05,9.6430695811279542E-06,5.7929200439922534E-06,5.2298998259179586E-07,5.8629374515369391E-06,2.4123100430203261E-06,3.5652960719988558E-06,-5.5588028182282787E-06,1.8195763979869325E-06,6.5291857781680157E-07,5.2012586628497179E-06,6.7108376392861227E-07,3.8300858062880678E-06,-5.2071013878538072E-06,-3.4339085738015277E-07,1.1385882399220187E-05,2.3033781403165976E-05,1.7090786968694713E-05,6.9055997372838753E-06,-4.399035862802194E-06,-2.3610288494180106E-06,1.6324201102930774E-06,-5.6168737167042938E-06,-8.7895365755343843E-06,-1.1253699749337352E-05,-1.1792192705232485E-05,-1.9248982139004438E-05,-1.4741967519797589E-05,-1.592798694491565E-05,-8.5466941630057657E-06,-3.068113246002721E-06,3.2642344974591309E-07,-1.4183248471564121E-05,-1.6321872006786029E-05,-1.7569539275643493E-05,-4.484324085319785E-06,-9.0251167063880034E-06,-1.0340119293029286E-05,-1.0390357418590027E-05,3.7689941761048236E-06,-1.7238360771123143E-06,-9.7932709428302911E-06,-1.0144015403084564E-05,-1.6041354144795769E-07,2.710098102926703E-06,4.32601282459589E-06,9.4706963802021866E-06,8.13730542143224E-06,6.9331765006410632E-06,1.4046403979872579E-05,2.2492718508710155E-05,1.4571404719897752E-05,1.7960757896165644E-05,4.2514159605953786E-06,-3.2285288076933237E-06,-1.5349797554039743E-05,-6.9729320991251858E-06,-2.5061456791600772E-06,5.3889872219380819E-06,-5.2227504472574435E-07,2.0818359626948871E-06,-5.6257590588229E-06,-1.2880113384684309E-06,-2.7004295654115445E-07,4.895951633322415E-06
1,P4,94,4.2134689776932278E-06,-1.6660698283694142E-06,-2.3027973425526569E-06,6.5876185330987535E-06,1.1498997876365259E-05,4.0925693401239427E-06,-7.7842183013889416E-07,1.5500241882851486E-06,1.1912470832515651E-05,1.2703468102454553E-05,2.1049707410267586E-05,1.7235026197080638E-05,1.2560364436150513E-05,-4.0689801424171617E-07,4.41188204859395E-06,7.5589631617538623E-07,4.6939918694332467E-06,-3.5936739728749486E-06,-2.2833012990117458E-06,-4.8945988154086436E-06,-1.7913569551773748E-06,-2.9105303551056373E-06,7.56731485727043E-06,-1.8379085341171333E-06,-1.1266999964355294E-05,-4.91340855349653E-06,-1.4790585277430452E-07,-8.5513754342009367E-08,2.1354405555708195E-06,-5.9641286405907376E-08,1.9167873188056782E-06,1.3057599238106351E-05,8.15871043419832E-06,3.3406681298001479E-06,-5.0390265431308443E-06,-1.0448190234691912E-05,-2.5985606377424553E-05,-2.2829320450441445E-05,-2.042874397427871E-05,-5.2692474400722024E-06,-5.6924934884025526E-06,1.5831284547368105E-06,-7.4297035149410041E-07,6.0842046595680044E-06,5.8871572316472913E-06,8.6141686014475641E-06,-1.3301307676575734E-06,-1.258933767850781E-06,5.4803316875612205E-06,1.1710206356686355E-05,6.2396524568658151E-06,6.6757605255648358E-06,2.6723383794044974E-06,-8.0028707029172019E-06,-6.6326391478655233E-06,-4.6178693246840075E-06,9.0037255188521849E-06,1.3742285366697822E-05,1.4508450489773004E-05,1.1780859844824496E-05,1.9140900130751856E-05,1.0848458072693145E-05,1.2990606477196904E-05,7.7052780662088254E-06,2.70303137345024E-06,-1.1243371292155947E-05,-9.4607667170741692E-06,-1.243324637282926E-05,-1.4302852229435471E-05,-1.8749609938182344E-05,-6.4754516169444383E-06,-8.0501988492778429E-06,-7.6745640630543956E-06,-5.9373128657589791E-06,-7.79745241069853E-06,-9.2874795669160155E-06,-9.25673827897087E-06,-8.77256537997225E-06,-1.1284593299086271E-05,-1.5831298716806395E-05,-2.4791069728355584E-05,-1.0286279285064147E-05,-3.6772400149347684E-06,2.4880704114326766E-07,-4.24263044103224E-06,4.0497362541263519E-06,5.807462872058352E-06,1.2843355557533429E-05,4.721148704894743E-06,1.1879348193486484E-05,1.2921330251653046E-05,9.8037935085752512E-06,1.0373517162884891E-05,2.4720248381834987E-05,1.363242457531351E-05,5.331051889627659E-06,9.2138554516825589E-06,8.1635410859900576E-06,2.340330284862629E-06,7.9239185425429271E-06
2,POz,94,4.54736570793412E-06,-5.5859064143478061E-07,-3.165066127532752E-06,7.9391189821801313E-06,1.3664724450467341E-05,5.089005020592535E-06,-1.9586792712129613E-06,3.6900164743337988E-06,1.6454558760987453E-05,1.5152850841002061E-05,2.0060433881064961E-05,1.6199960684936731E-05,1.1355754175632105E-05,-4.139492784109141E-07,6.224136730656494E-06,2.5989608181775559E-06,7.277672096061793E-06,2.7092311875785015E-07,2.3492257495977241E-06,-4.7712965545763411E-06,-3.3290062349624E-06,-6.0602495242143422E-06,4.2949897428838753E-06,-3.3875705190802478E-06,-9.0574496166709732E-06,-4.9819117608969833E-06,-4.6323608490768484E-07,1.5717809898527922E-09,1.0141657511895718E-06,-5.7139560943799494E-06,-4.014429519252299E-06,8.56444854125756E-06,9.51247818947621E-06,1.002041358896805E-05,-8.7155311582152171E-08,-1.077471438391448E-05,-2.7499305174171322E-05,-2.0955249400622928E-05,-1.9049519816657475E-05,-9.2451239948723332E-06,-1.0015642797645024E-05,1.3577328225252989E-06,-2.9638547316597162E-07,6.6619894158108877E-06,4.3761189674760658E-06,6.8452246227158189E-06,-1.6512198997102082E-06,2.0050960406989764E-06,8.7803275754099743E-06,1.4107455886881514E-05,5.9153942258418007E-06,6.0086804212655471E-06,2.7767281260992509E-06,-9.8736515844372491E-06,-1.3482445861455102E-05,-1.1465637234956474E-05,2.8098365111117234E-06,1.21474513937657E-05,1.5149793167372504E-05,1.438643335495503E-05,2.2921780032707655E-05,1.4316972765921264E-05,1.7012654291690833E-05,1.4499892238590192E-05,1.1123693584052256E-05,-3.5593969201424887E-06,-5.0500713347550169E-06,-1.0176712369266292E-05,-9.9808766695590472E-06,-1.6201478903189E-05,-5.91630183450469E-06,-7.972593442450333E-06,-6.5840907772975263E-06,-7.9797509514350614E-06,-1.1110847149986454E-05,-1.1975309552676298E-05,-7.0589179688377158E-06,-3.660420702235003E-06,-4.6745313475493637E-06,-1.2518853085459002E-05,-2.7938597252183917E-05,-1.9784449117971646E-05,-1.4206862353727976E-05,-9.345347528201237E-06,-1.1812123672300274E-05,-9.9606299964414379E-07,-2.2746219378959919E-06,1.6802174942408942E-07,-6.8437259398205822E-06,4.2400503920873273E-06,6.2107638181593512E-06,4.4694935255466592E-06,6.0519049488070312E-06,2.4904894308524951E-05,1.8380959654630298E-05,1.3966409323884234E-05,1.7145242949123373E-05,1.6498235623467562E-05,1.0577275761215829E-05,1.6623088364250453E-05
3,PO4,94,-3.7012955103158887E-06,-8.55808150033201E-06,-6.4824102372376585E-06,9.3701181954430672E-06,1.0577501919801298E-05,-8.4112877017606877E-07,-5.7595932553839978E-06,-2.7960042554408128E-06,7.0715668640147505E-06,8.1191893419338126E-06,1.5300396306028646E-05,1.0593417650939772E-05,2.2952114389270977E-06,-1.0780606675932966E-05,-1.5498026441069267E-06,-3.3790421034030946E-06,5.0768835857842395E-06,-5.1517845595516776E-07,1.5504232346669366E-06,-2.7955163008242245E-06,-3.8875582391523157E-06,-7.1468179773566765E-06,4.7043065787456083E-06,-3.3164277561934035E-06,-1.0454549231665266E-05,-5.9421958271656846E-06,-1.365770680180308E-06,-3.904792375488103E-06,-4.4351601497420979E-07,-5.4746290847351815E-06,-1.4206369887053145E-07,1.9498515054857073E-05,1.6767810885054281E-05,9.0242627088688466E-06,5.7763981676119526E-07,-6.76093498992865E-06,-2.3819445334878586E-05,-2.0907678693710117E-05,-2.01977621604101E-05,-8.31519245054523E-06,-1.054717464947894E-05,3.5871409667152936E-06,3.0853200364536753E-06,1.1184186013499246E-05,8.2833449958331219E-06,1.0008501770030361E-05,1.008580785079993E-06,1.1591899287082311E-06,7.3143513031594953E-06,1.287280193003339E-05,-2.5959959722622825E-08,7.6888677921261518E-07,-3.2669221615770993E-07,-7.710381789957529E-06,-7.0006616470178674E-06,-8.7484784422113742E-06,2.9943971392145327E-06,1.0701977895832149E-05,1.1285611260009295E-05,1.1941730088086719E-05,2.2195675072080711E-05,1.0898388855098057E-05,1.1517846402023518E-05,7.8842070783151914E-06,3.4859036944621463E-06,-8.563373731852092E-06,-3.3620585199847389E-06,-3.2230311823749681E-06,-6.1241927032843626E-06,-1.4893735163939565E-05,-6.2825533652394815E-06,-1.3923216310505053E-05,-1.1289840774375445E-05,-7.1198421917913874E-06,-1.0377558158286469E-05,-1.1020209549274206E-05,-4.9225491275595549E-06,1.7008651850256858E-06,6.8874841968920752E-06,-3.4492632171872434E-07,-1.2171182549853119E-05,4.3721501047679155E-06,1.1559450025449349E-05,1.244957464074034E-05,5.30437318421358E-06,8.2376714176329182E-06,1.4869073097379421E-06,8.61578315024692E-08,-1.5376839966856896E-05,-1.1029934295316664E-05,-5.9279844843782839E-06,-9.5515229010855435E-06,-1.0739736100941575E-05,8.1755941144311056E-06,-6.0617346136974978E-06,-1.470327339923574E-05,-2.3645940135204937E-06,-1.3626251725247451E-06,-1.0361057157330741E-05,1.4188551409892248E-06
4,O2,94,-2.3250077894430804E-06,-1.2385134260743784E-05,-6.558374603334933E-06,6.3712941379426771E-06,1.5699424784859184E-05,1.9401027876254842E-06,-3.854130286763463E-06,-3.9711841615908561E-06,8.96596673506239E-06,8.8792011822304166E-06,1.1750680454816988E-05,7.9886622463897562E-06,7.554557522484676E-06,-2.7341301043573113E-06,4.71741331669421E-06,1.6930943223354118E-06,3.4703090593244276E-06,6.1606969602643922E-06,1.2233864346458141E-05,7.64548532911287E-06,-4.6585550094274106E-06,-5.0087932354720213E-06,2.0852438689932709E-06,-2.2499096052177085E-06,-1.187858529638688E-05,-1.7054883325297273E-06,-7.8619656336234641E-07,2.3149118430462882E-06,9.3271759965053949E-07,-7.74485884013466E-06,-5.6986940077546142E-06,2.0301461070699674E-05,1.5043940833461355E-05,9.8699051574878318E-06,7.9912873952410573E-07,-4.74199714940053E-06,-2.4580691575429297E-05,-2.3197924299544162E-05,-1.9603383322723435E-05,-6.1805322600022794E-06,-4.1499663948770339E-07,1.0682213700176758E-05,9.19828531371743E-06,1.71083678146581E-05,1.6798322711903516E-05,8.4827144405003627E-06,4.8863491166876993E-06,6.3600244198668008E-07,9.7695679084557432E-06,1.2912327394854285E-05,6.1933447399454305E-06,-3.5193746463642964E-06,-3.3628600155144314E-06,-1.272061313070797E-05,-1.2452615070133609E-05,-2.0633467930868329E-05,-6.6252441174779836E-06,-2.3810217680644E-06,4.9989634904206495E-06,1.2937105243077875E-05,1.7281480068921179E-05,3.4661873502790728E-06,2.6514718040444245E-06,2.6692638097810854E-06,3.3896250487227283E-06,-4.3128101428612133E-07,-3.6053399940854576E-06,-5.2609041135853784E-06,-1.1539664292841557E-05,-1.2368239078253391E-05,-7.5149774827345583E-06,-1.193333809164401E-05,-1.5357716084469636E-05,-7.3243221277487676E-06,-1.2766262907566617E-05,-5.9941070285460622E-06,-6.2576527789524054E-06,2.6557777720161397E-07,-4.3488132365258769E-06,-7.8197296589089E-06,-2.4794374690325292E-05,-9.1563329349071538E-06,2.9207153133904667E-06,7.092404620172341E-06,-4.1574569681231291E-07,2.6449494988939023E-06,2.7390127223730068E-06,8.8540900728470931E-06,1.015758166744385E-07,4.6615175773038475E-06,1.0383278012289968E-05,2.1358103339026356E-06,1.0327612460346402E-05,2.4104978640847534E-05,1.1955030120267957E-05,2.3186639959407676E-06,1.9184803023980442E-05,4.640921964335876E-06,-4.7432025975666258E-06,6.5064561584869752E-06
5,O1,94,3.0026445523530333E-06,-1.0089129422557372E-05,-5.0865074691941012E-06,7.6473849317994461E-06,1.9644031700860402E-05,1.6168008687808277E-06,-1.1115624091959327E-06,7.0483178113967488E-06,3.1096112558011152E-05,1.9823160620141654E-05,1.8786355113271087E-05,9.8893294321828875E-06,6.3570577934789346E-06,-7.6954057197965855E-06,-3.2141979234979536E-06,-3.9243101136573251E-07,7.7360184702648973E-06,2.8221593879619914E-06,1.4607480047729082E-06,-2.5210217681056897E-06,-1.6793050189444904E-06,7.5605259827025163E-07,1.6392805703327651E-06,-3.9345746438626277E-06,-1.2107029006619744E-05,1.9750730133074655E-06,6.69177629169664E-07,7.73949513339448E-06,2.4138915898559545E-07,-8.6216765943842518E-07,-6.9161332362955141E-06,4.46191019442286E-06,1.5436400757526961E-06,1.4030211606496581E-05,3.416975291513744E-06,-4.6098351389736606E-06,-2.0121977994620546E-05,-1.4700114948582369E-05,-1.7693625242700118E-05,-8.42953350289424E-06,-4.9755754851745432E-06,4.9290895173940558E-06,4.5019870349835107E-06,-1.0031851642171521E-07,1.029966336444453E-06,1.1360306413200983E-07,-3.1710153193124497E-06,-2.95256829040894E-06,1.0537113844603669E-05,3.1028541300586814E-06,-1.7479422050296236E-06,-6.1045239024377012E-06,-4.1852834846669938E-06,-2.3746413142005029E-05,-2.062858397140879E-05,-2.1425327811807314E-05,6.6986803095070682E-07,8.9688593284421475E-06,1.2843398808739744E-05,9.27048147246221E-06,2.4441749157746907E-05,1.8655056809065332E-05,1.9075269176323219E-05,1.4968379589023869E-05,1.5830103858652983E-05,6.9951282283677873E-06,4.4384370767822196E-07,-3.6464643375835361E-06,-9.22105148903197E-06,-1.3675622332216571E-05,-1.2884458748138603E-05,-6.0092737963889317E-06,-8.3677539907051252E-06,-4.6662841529604674E-06,-8.33637964520614E-06,-1.37391194012019E-06,-5.1012400410120434E-06,1.931032184199265E-06,-3.8093744940976848E-06,-1.1663294444723338E-06,-1.4345712212384303E-05,-5.1272817869830095E-06,-8.37589462433806E-06,-1.866552629293198E-06,-8.8503234691008919E-06,-2.9942536338080467E-07,-6.9275432030688166E-06,-9.8922292620870669E-06,-1.6983976770892037E-05,6.8300785988184E-07,1.0493383478681043E-05,4.2488239457869146E-07,2.1035646158780311E-06,1.4191113225982457E-05,1.2839319532773857E-05,2.019957085259089E-06,7.5512886497253514E-06,5.5648333681622538E-06,1.311043207256549E-05,1.4575121570059497E-05
6,Oz,94,3.8727258493428606E-06,-1.0873113771758231E-06,2.0402599969347609E-07,1.1546027299195987E-05,1.7033462484245593E-05,7.5418904403249E-06,-2.0644895287180633E-06,7.3922320782468091E-06,2.1769740718052027E-05,1.8185243053465835E-05,2.0885288059421776E-05,1.6453615907620122E-05,1.1054645599820682E-05,-3.8151449587972206E-06,1.8137617770486951E-06,-1.648388814012357E-06,3.3494757921204669E-06,-2.2021963798989484E-06,-2.3061753613862042E-06,-1.0235346032103319E-05,-5.0028901101665893E-06,-7.0511340457713987E-06,1.6549198925631157E-06,-6.1036044962555563E-06,-1.1303474013532341E-05,-4.9751576623301084E-06,1.1954537919579905E-06,3.931340204917028E-06,3.0229711683780707E-06,-4.8175989562522306E-06,-3.8150874490752341E-06,6.2931179460029524E-06,7.065034070431738E-06,8.8293833467119685E-06,1.2634852230006879E-06,-6.0787842046683014E-06,-2.1177746021825936E-05,-1.4191505877901842E-05,-1.5214882305411834E-05,-7.7608203596977063E-06,-7.5535606178469641E-06,6.7354456821853243E-06,2.0692011318571724E-06,7.0464252740677855E-06,7.8403671646936576E-06,8.653886217657432E-06,-9.7596136228087769E-07,5.2165392337402537E-06,8.4204735147238612E-06,1.0271612818276221E-05,4.5574787291639841E-06,4.7996095642973883E-06,2.241488901608245E-06,-1.1354144364971753E-05,-1.6627357239261761E-05,-1.7208767637225011E-05,-2.3004904897882793E-06,8.0723301655776577E-06,1.3311004819282929E-05,1.1823003027434545E-05,1.9788479804126562E-05,1.2509053011869879E-05,1.1724404088403631E-05,6.7496690280326563E-06,6.8556487174441016E-06,-3.0362784005661641E-06,-3.5611476082914475E-06,-7.4625303492200871E-06,-5.4163636162941081E-06,-1.5398004003644679E-05,-1.1850195925830945E-05,-1.2323576286991045E-05,-9.42763598542952E-06,-8.1388799831672458E-06,-6.3824295699392072E-06,-6.2549023192106576E-06,-5.7111466818920829E-06,-7.5781563547050842E-06,-1.081226270951408E-05,-1.1685043696508737E-05,-2.0310326247760619E-05,-1.12805444331105E-05,-3.4725873777742693E-06,1.5755021545914471E-06,-5.4210309049300292E-06,2.177264992562814E-06,1.7603624758206797E-06,6.46868336677862E-06,1.5151096696822668E-06,1.1504835934068203E-05,6.8282984327250464E-06,4.0429771905054615E-06,5.188841370207081E-06,2.3145121667592223E-05,1.6735166882170068E-05,1.1272334725766818E-05,1.0032730676554692E-05,7.1368172793033315E-06,4.9271103618807428E-06,1.3064718782670052E-05
7,PO3,94,1.3989729411575076E-05,-5.8413640966980084E-06,4.2776267419293068E-07,3.2576580007474048E-06,1.7654478778710983E-05,1.0791206849218789E-06,4.3563712103284056E-06,6.0296459493834581E-06,2.9116904488659633E-05,2.3071433669578665E-05,2.2724346868433842E-05,1.44285055572536E-05,1.5423330355003394E-05,1.5369706660786156E-06,-4.6810173557331495E-06,-1.5953676753214691E-06,4.8944316121896956E-07,-3.5714513678125387E-06,-7.44533122289274E-06,-7.1444867517309715E-06,-1.4871814531931436E-05,-4.1701825384659125E-06,-5.0101730099239551E-06,-2.7093118978304361E-07,-1.0556283459678339E-05,4.055039016196666E-06,-3.1449924931826941E-06,9.4345934002149262E-06,4.1365050716111592E-06,6.9087267506485107E-06,-6.299277075276712E-06,6.145875030300685E-06,5.7310174783262525E-06,1.8423588550718384E-05,4.5488265207217687E-06,-4.5897585782490954E-06,-1.8626885500259524E-05,-1.48396162435532E-05,-1.3132943189217552E-05,-6.44002544758806E-06,-5.0322317131728752E-07,2.8176273890104364E-06,8.9384133144785165E-06,-4.0893195952511283E-06,-2.4303240440923023E-06,-5.4032201602994554E-06,-4.7766302164940655E-06,-1.6369059245900946E-05,2.3044744008765266E-06,-1.8922277362446137E-06,5.501164147744888E-06,-1.4110079191342604E-06,5.9478668346121787E-06,-1.6944747742182248E-05,-1.6660969391093103E-05,-2.4092077584741826E-05,-3.560952200029911E-06,4.9936892673522067E-06,1.0593907409935147E-05,8.31908526725282E-06,1.9210533362857444E-05,1.3067944983619322E-05,1.48074474388744E-05,1.9235821132568111E-05,1.583267138640822E-05,9.1736955960831122E-06,-3.4705347596980564E-07,5.7545521342806188E-06,-4.0183351614248091E-06,-2.1119858320899618E-06,-6.031936967788501E-06,-4.9776398858009723E-07,-9.3453280872755255E-06,4.8193210663382488E-06,-5.9504069272189877E-06,-4.9806977277553293E-06,-1.5339512653946133E-05,2.6462450357776162E-07,-1.0188197307457963E-05,-8.4485826279707519E-06,-2.18552675292721E-05,-5.59325796541528E-06,-9.5246321838807065E-07,8.6726586444912159E-06,-1.4377428525212021E-07,-3.2417149073140451E-08,-2.4857146476449928E-06,-3.3662458032322368E-06,-3.8554542469302023E-06,-7.2142363764475308E-07,4.370160505908798E-06,-8.60241208836363E-06,2.771313540082216E-06,7.7058402477658084E-06,7.4270482948679075E-06,-7.9666221180118416E-06,5.1639890655397705E-06,-3.4940025466443766E-06,7.2120562592305808E-06,8.71926113768696E-06
8,P3,94,6.2612589997122773E-06,3.8178561532727429E-06,-3.3074946012506136E-07,6.694576427258132E-06,1.2195428222605534E-05,2.9865870419935716E-06,-7.0037992714543614E-06,-4.2273898840399729E-06,9.7433418216396119E-06,9.615307833765174E-06,1.4551163698303365E-05,9.4598803368763374E-06,8.40032363295089E-06,-3.199179985672093E-06,1.7624448708484981E-06,-1.3004769786746088E-06,2.3979150439637109E-06,-4.1693859692088932E-06,2.4386944637191436E-06,-3.0247593492534039E-06,-1.8695002246068064E-06,-6.5572909060410842E-06,2.3804772298919653E-06,-5.3459265944399909E-06,-9.600895451127367E-06,-2.7401934149052576E-06,5.3681955612561165E-06,9.5785994865636353E-06,8.3968506312966752E-06,-4.0691254689721535E-06,-8.9484116880761311E-06,-2.0620631243225702E-06,5.1738002815771784E-07,8.59116721146463E-06,2.0603234173922128E-06,-8.9106996867995669E-06,-2.6036932792678876E-05,-1.9396626018256065E-05,-1.8083988401198279E-05,-9.7278598088529236E-06,-1.1878916542654593E-05,-1.3894176666365479E-06,-2.0832445828570643E-06,4.0949624106081726E-06,3.5322415679330228E-06,6.9780353526095082E-06,-3.736858593682262E-06,-1.1066122449292969E-06,7.1341946920020524E-06,1.3397312813080114E-05,5.9596552521190113E-06,7.3225250128222846E-06,3.549348975377207E-06,-1.1001061724220263E-05,-1.4691629788011882E-05,-1.0223745924325071E-05,5.6492397793476389E-06,1.4212186982471355E-05,1.5820047823040329E-05,1.3406124794522055E-05,2.0448728083901655E-05,1.138749065674944E-05,1.7496555373499722E-05,1.6313974646977889E-05,1.4590703205045588E-05,-9.343256662059131E-07,-3.8435116414628196E-06,-1.0201944823114038E-05,-9.5950348352756168E-06,-1.7219227073582636E-05,-7.87777513671332E-06,-5.780856367881706E-06,-2.7094438589453128E-06,-5.2811537937560005E-06,-7.7239565168204652E-06,-1.0179039301263782E-05,-5.4862217922716125E-06,1.6297516339130857E-06,2.9633335804571398E-06,-7.9760981977930963E-07,-8.5116814425765444E-06,3.2272213380071865E-06,7.355600723334615E-06,9.5429283684713189E-06,-1.2453144125930306E-06,3.2496260346487353E-07,-5.65284100455346E-06,-2.7376155602825511E-06,-8.1285956164763931E-06,3.5770095613731977E-07,-7.34745831709511E-06,-1.4322352807385074E-05,-1.6117674455515351E-05,4.8389725634476606E-07,-1.4968999162925747E-07,4.4572916286789297E-07,-8.1025920629324464E-08,1.8913524799700847E-07,-2.3308067377849988E-06,4.4881481691953326E-07
