Channel,10-20,ChannelGroup,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
5,O1,32,9.51616145457159E-06,8.6568982317906063E-06,-1.5894368508913608E-06,2.3926103074404351E-06,1.0188965224852961E-06,1.7667574531982531E-05,1.4891729413436562E-05,8.9738333045716711E-06,-6.5522656964090119E-06,-7.3742521889048383E-06,-8.2982222582434759E-06,-8.6945360909292966E-06,-1.2421382166029042E-05,-1.298145963890359E-05,-1.7667834363488889E-05,-1.9656928687796806E-05,-1.4580146258158788E-05,-1.4300106477579165E-05,-1.9481842105552118E-06,-1.1552782951703451E-05,-2.3297845478798772E-05,-3.2289593680656721E-05,-1.9983853745811014E-05,-1.1916682862359935E-05,1.0619020907667842E-05,3.733641805840449E-06,6.0619994174945661E-06,6.18097592138338E-06,8.42913725350667E-06,-2.3696956988055239E-06,8.2253621307140485E-06,3.9746709629595339E-06,4.169546373168646E-06,3.95828970511291E-06,1.095016391025306E-05,1.57064216682004E-05,2.5120490187826104E-05,2.1929819113598516E-05,1.0493468098512923E-05,1.2860404189635179E-05,1.9758147780019372E-05,2.2066303628279818E-05,1.0780772291532803E-05,8.09586674422634E-06,-2.3526536271342327E-08,9.3677530246309847E-06,1.6411905716214463E-06,-5.5235921077370442E-06,-1.6243833645621518E-05,-6.526062847209753E-06,-1.0901016288327721E-05,-9.7885122571847432E-06,-2.5131645297608738E-05,-2.2345940241879455E-05,-2.8295746201086984E-05,-2.5158337002178678E-05,-2.5906135993242938E-05,-1.5792236417834803E-05,-9.7856155441235139E-06,-1.8645376160336456E-06,-4.5498790260314827E-06,-6.3573787300328835E-06,2.9597688867423084E-07,-4.0194728534607943E-06,-7.4140804139415464E-06,-1.7705245601667482E-06,-5.3833681665453926E-06,-1.9713740941551514E-05,-2.7682056965343138E-06,3.4244189230014297E-06,1.2032108341744495E-05,9.3512953592473941E-06,2.3904903740780308E-05,2.3846307620650177E-05,2.7626240225404855E-05,1.6886336855622241E-05,2.3300695910448876E-05,1.6563452067217208E-05,1.6472359790615653E-05,5.77870585018836E-06,1.0425144406984689E-06,-5.6881152318381879E-06,-4.9814033449985719E-06,-4.9653672109977076E-06,2.8825540811157224E-06,1.6903085477122034E-06,-3.5223882781187587E-06,-1.6612677009839844E-07,1.5875159951804554E-06,1.0966593230349528E-05,1.066326808247092E-05,9.9539921338191368E-06,1.925048337183251E-06,1.2472794880574052E-05,7.7230863601832567E-06,1.7928226419993637E-05,1.5403054847870208E-05,1.803205478738913E-05,5.3840093602405672E-06,8.0566381144713637E-06
6,Oz,32,1.4532940399514317E-05,1.5016534431158024E-05,7.5260857595715875E-06,6.9679926246659589E-06,7.2190011571299557E-06,1.7724037646739535E-05,1.1876877126590746E-05,7.8907995867497968E-06,-3.2248016276843307E-06,-1.9085533654088441E-06,-9.6340618357313845E-06,-7.2036294044247975E-06,-1.1019451581491596E-05,-9.2339018467544081E-06,-1.8428397625639846E-05,-1.4684196209050249E-05,-1.4917259035686736E-05,-1.3401491012069361E-05,-9.63968495031771E-06,-1.0346553504464443E-05,-2.1801348074246695E-05,-2.4455725545022779E-05,-1.8006790747320992E-05,-4.5900554539959129E-06,7.2245395524075316E-06,3.611684565004914E-07,3.7014853125460569E-06,5.9558534265702271E-06,3.9922082667479265E-06,3.8784049841836108E-07,1.5100535691657236E-05,3.6053923329427214E-06,-2.7792402498707162E-06,1.1030308351721782E-05,2.3993021394475783E-05,1.1902915976568329E-05,2.1081703536039813E-05,1.749280108660185E-05,1.3314017881854846E-05,1.0242482832108936E-05,1.7001771374427128E-05,1.066500446495642E-05,6.0879029927611629E-07,-1.2324966833114456E-05,-1.6294869587013183E-05,-1.2111636299393676E-05,-1.2469894351799579E-05,-2.186612075674002E-05,-2.9642316779666875E-05,-1.5303105337249298E-05,-8.7720370077850116E-06,-9.82822480217349E-06,-1.89548658189034E-05,-1.7312696107769472E-05,-2.4636771431854468E-05,-1.9258414581267409E-05,-1.5202127930283423E-05,6.9122739640022504E-06,1.2657833837268219E-05,1.5555613988139257E-05,9.1514576028651761E-06,1.5938015169755509E-05,1.4843418246891329E-05,1.1781513519403711E-05,-2.6212678433299237E-06,7.5656425066655247E-07,-1.5044756377362052E-06,-1.0244019203185004E-05,-1.5167695968837525E-06,1.2426624606011224E-05,1.3461659102867674E-05,8.9263177706086655E-06,1.6951457278771019E-05,2.1943970317460227E-05,2.4741713065933495E-05,1.904303257009762E-05,2.8562906545376265E-05,2.8658836883537925E-05,2.5414742094895389E-05,1.0795351494146293E-05,5.0829050032269368E-06,-4.0377374502195514E-06,-3.0044065667088665E-06,-1.0823478916521047E-05,-7.9213444282210456E-06,-1.7167108651602594E-05,-1.9136864337778319E-05,-2.3301496830006964E-05,-1.6329516672270423E-05,-7.71647276337153E-06,8.4377292529373092E-07,-6.1620147346880244E-06,-1.1746852091575669E-05,-7.193548767491237E-06,6.6561112239443632E-06,1.5959281772472346E-05,7.1695011070177991E-06,7.4678381031714036E-06,7.5536191256739077E-06,8.4659961116587247E-06
7,PO3,32,1.1795664434951359E-05,1.5457774289720229E-05,3.0783578576388669E-06,1.1675376537968295E-05,1.7192650278531808E-05,2.6403174276195571E-05,1.4557346417807773E-05,2.3585610571151247E-06,-1.0287886956512718E-05,-9.3938227368913133E-06,-4.7325766221005076E-06,-6.5120375787631049E-06,-1.1797599340715021E-06,-3.2787666518647564E-06,-6.9906669283368694E-06,-2.30101789212331E-05,-1.6783476897652419E-05,-2.402578900729232E-05,-8.2030391083197076E-06,-2.0811878905544106E-05,-2.1776498071916484E-05,-2.9913958634921224E-05,-1.4615195974697941E-05,-1.0747438092224319E-05,1.3852360938410594E-05,4.7830160433523306E-06,1.425213020818386E-06,-5.234137155534996E-06,3.5027702562424931E-06,-3.2937199545301182E-06,-1.353941559044213E-06,-8.72596681055149E-06,-1.6263128921253793E-05,-1.2090853681885844E-05,-1.0855180404261917E-06,6.9732816075127019E-06,1.3779303475873066E-05,2.6094741891958238E-05,1.3566855073506381E-05,1.6664739551444473E-05,1.9068090559995844E-05,2.8367586005277016E-05,9.2907494150856732E-06,8.66969112247935E-06,1.815177267668452E-07,1.7159989130123321E-05,1.8714329467483674E-06,-6.9136947811677786E-06,-2.2530900773431156E-05,-6.4606994944274271E-06,-8.1172244765428772E-06,-4.8930965357254156E-06,-1.5761102671393736E-05,-1.6032469511343349E-05,-2.2417695094598808E-05,-1.861223916853786E-05,-1.6514433624321395E-05,-3.649240562255605E-06,1.2893684370362975E-05,1.2937381476560569E-05,1.2553833290079488E-05,6.234879874039093E-06,1.360078464989682E-05,-1.995993829550953E-06,-8.26926096651268E-06,-1.7921929647761217E-05,-1.509007752983009E-05,-3.5566334980143468E-05,-1.7847961882681429E-05,-1.0103163087276121E-05,9.2034336778045813E-06,5.2844030399118177E-06,2.2355602519955649E-05,1.8825971233003944E-05,1.8195706669935376E-05,4.3341833422685483E-06,1.1488537978087428E-05,1.1068747532978362E-05,1.2690786868484093E-05,7.6457593564317963E-06,6.189038613845691E-06,1.686425281077231E-06,-7.59404968087872E-06,-7.5714732826979582E-06,-7.5367261663952743E-06,-1.2087066475726545E-06,-7.0147222056274794E-06,9.53958561502939E-06,5.7844072751708121E-06,1.2596718475829879E-05,6.9883490129470658E-06,1.1412420525732755E-05,-3.952491641597012E-06,1.0961160318690459E-05,4.0238226730958569E-06,1.5484413924415878E-05,7.1873549129002121E-06,1.3215225744012355E-05,7.2182133350452447E-06,1.0978808305160034E-05
8,P3,32,1.7623652621755754E-05,1.6591704820069412E-05,1.0501548340787308E-05,1.7577225625821291E-05,2.300491561166415E-05,2.943932760533949E-05,1.4964628412169989E-05,3.6470098423364126E-06,-1.428497211361208E-05,-1.459069391922584E-05,-1.6554508207312744E-05,-9.0257589035901649E-06,-9.85135865146081E-06,-3.8573171514758228E-06,-1.5301932992390083E-05,-2.3596359201479192E-05,-3.139518023574299E-05,-2.4580183099524415E-05,-1.4425464556481728E-05,-9.74451151823464E-06,-1.3743417785222225E-05,-9.02163030454367E-06,-2.685283757172421E-06,3.07707959829765E-06,6.6967161168084085E-06,-6.234184407251492E-06,-9.4094402584251083E-06,-5.3633041926601774E-06,7.3825968439754659E-06,6.0616973026454379E-06,1.2963248723527998E-05,3.3199756777224235E-06,-1.8933183560501726E-06,-4.6376419670460732E-06,1.2383206550711849E-05,2.266860949562182E-05,4.1883055719567962E-05,4.0294265774542528E-05,3.2404556809960989E-05,1.7975390700752139E-05,1.6522487244978216E-05,6.8943051032952255E-06,4.708486588213974E-07,-8.2309594448810391E-06,-1.0039415982837958E-05,-4.5917687322384172E-06,-2.7610704821613394E-06,-7.4630614337283144E-06,-8.2945846360551867E-06,-5.8340729355309232E-06,-1.3559828685983146E-05,-1.539697455164829E-05,-2.541219442059971E-05,-2.5488761508633634E-05,-3.3320774603531707E-05,-2.6482736480486027E-05,-2.2584975048120023E-05,-5.3963753855610218E-06,-2.9032860851577116E-06,8.5454055314099548E-07,-2.8848380900119684E-06,3.3377482741899283E-06,1.246972176645899E-06,-3.7056666421279831E-06,-1.5479803683508492E-05,-9.52834095794211E-06,-1.4495225210494375E-05,-1.9400937981956419E-05,-9.2257409152416728E-06,3.3416460121628522E-06,6.732470832311191E-06,1.3384971563449968E-05,2.7326557709697477E-05,2.6307418477105461E-05,2.2503928119076129E-05,1.5254903780535864E-05,2.1500853407480521E-05,1.8839014398260321E-05,1.8224473742348665E-05,6.7378334607258877E-06,1.4384836479550995E-06,-4.9963835560271341E-06,-1.1382706153430869E-08,-7.92817205759995E-06,-9.0858386544089282E-07,-4.790401588039006E-06,-1.4737750205003633E-06,-2.838936193344246E-06,1.0143999361533563E-06,2.8928004514546595E-06,1.0886411170263632E-05,6.1594475118607082E-06,5.6363110468565623E-06,8.7525389714980372E-06,5.0347770768492953E-06,1.0603108309499119E-05,1.2664809144150372E-05,1.7277421973304915E-05,1.5231109321436253E-05,1.4708187561537364E-05
1,P4,33,-2.7626422788104037E-06,6.8667646293327115E-07,-4.3723882314841039E-06,-6.1349806898817946E-07,-5.5450873899791662E-06,1.3047825115247839E-06,-7.8197186693296455E-07,-2.718969801997221E-06,-1.6241558654740418E-05,-2.5767990361971236E-05,-2.2214546768220019E-05,-1.1881110137419123E-05,-1.7472341765393341E-05,-1.611518772819815E-05,-1.3092653029383223E-05,-1.3851912896168424E-05,-1.4704013171267869E-05,-7.2883125285090878E-06,-2.3181404460419106E-06,-8.3258121848727371E-06,-9.9820989758409071E-06,-1.8527180819926226E-05,-1.8625912704454134E-05,-2.1321693390436842E-05,-8.9728735931849923E-06,-3.9328949385386292E-06,1.2805845684603221E-05,1.1064769233455743E-05,1.4748869692862345E-05,6.3428826905291978E-06,6.667370894979932E-06,9.5710357843175058E-06,1.3543900776428475E-05,6.5193050727190668E-06,1.6596461839141646E-05,1.8910440050372511E-05,1.8467455938772418E-05,1.4097673870907006E-05,9.982594100744105E-06,7.1765951321934045E-06,4.7457347233993218E-06,1.4596154627344199E-06,4.1783511138890251E-06,1.2525585426118789E-05,5.1414018170620542E-06,3.3233180509949207E-06,1.6541982598433474E-06,2.7783321915578882E-06,-2.8078418966702554E-06,-1.8997159244392276E-06,-1.1594605060535164E-05,-5.1012066740109409E-06,-3.0113273744929036E-06,1.0663057672541874E-05,8.6971897771538932E-06,5.1794179499385325E-06,-6.6231425454840876E-06,-1.177640028772872E-05,-1.4178480369561507E-05,-7.7296679951811354E-07,7.6531807802882724E-06,1.4426234733814462E-05,2.4173595612455153E-05,3.0511106336361977E-05,2.4310196381634756E-05,9.5671515839234513E-06,6.598720117863894E-06,3.6628231051782311E-06,7.4407522579053672E-07,-9.6688688988170763E-06,-5.1666208051738889E-06,-9.41042857708821E-06,-7.86956115102772E-06,-1.0705577404983301E-05,-1.007013702521733E-05,-2.4792551292467876E-05,-1.3558043893248006E-05,-8.8925626690358E-06,-3.9954907098436882E-06,-6.0166692664832844E-06,-4.7961566775270986E-06,-1.0816178676041662E-05,-1.1585841756672981E-05,-5.127288477949333E-06,1.8596839104233869E-06,-9.4815264531349255E-06,-1.561661891822806E-05,-1.8419358768072916E-05,-2.1177225908598795E-05,-1.5671543789934E-05,-1.0884199484131426E-05,-3.13833516257376E-06,-4.7581647913983531E-06,-3.98685011418069E-06,-4.8490133758861909E-06,4.502158939881642E-07,-4.6955382503617244E-06,-1.0615714518145789E-06,-4.4357413153747212E-06,8.3374321396863015E-07
2,POz,33,2.7863023024638352E-06,3.6037528979884881E-06,-5.2542020931217054E-06,-3.0972973398442637E-06,-8.6399729133424425E-06,-2.2462679476662574E-07,-5.1307834408847546E-07,5.0155528842426007E-07,-8.9280636052681013E-06,-1.3971218363206081E-05,-1.232149217925563E-05,-9.03433046852993E-06,-2.2883528500201363E-05,-2.1992678142922261E-05,-1.90359993204834E-05,-1.9416739522708907E-05,-1.9572940005676313E-05,-9.1354904593975721E-06,-2.8339375504080955E-06,-5.6293901513885114E-06,-7.3304274025197075E-06,-1.6734832668010611E-05,-1.6481730242420437E-05,-1.739881255102142E-05,-6.2834849710418653E-06,-3.8372812804254887E-06,9.4127269551831067E-06,8.931695947489819E-06,1.5278799881282078E-05,6.3550770620515381E-06,5.8780669814904194E-06,7.958561345703982E-06,1.6108130489125228E-05,1.144705660369212E-05,1.8042730154796943E-05,1.565738772374961E-05,1.8169592505845878E-05,1.7545113252952418E-05,1.4547155542945631E-05,8.0537549038972318E-06,6.72859743658678E-06,4.7480564043988112E-06,4.47708167325048E-06,6.7599684846568581E-06,-1.0127305954357178E-06,7.5520249540579192E-07,3.9405617649878994E-06,8.77499007469153E-06,5.2364532817553535E-06,2.3100484124906123E-06,-1.2482539855611439E-05,-8.78174611381582E-06,-8.2113929286370217E-06,8.1266521542467614E-06,8.0236175064761362E-06,4.5145508326988728E-06,-4.7829873945779386E-06,-7.2075508650860528E-06,-1.24873812968691E-05,-1.0537900340345099E-06,4.2237493043537134E-06,1.0885508891811427E-05,1.6892503685922079E-05,2.3239355494484116E-05,2.0407137006171486E-05,9.5147774903936444E-06,9.895977826243669E-06,1.0748244762804349E-05,4.6512911076719054E-06,-9.1316402613755687E-06,-5.8097096865188037E-06,-9.87505220376216E-06,-9.9911074912018642E-06,-1.0472416444519135E-05,-6.1112388859965414E-06,-2.3925108885437246E-05,-1.7911029145053902E-05,-1.402202325115594E-05,-5.92948254385961E-06,-3.8309955388117463E-06,-5.3270883180387445E-07,-1.0430954459930543E-05,-1.1444388667657077E-05,-6.045892747513834E-06,-6.6348670731221024E-07,-7.74324637036418E-06,-7.1916084978465735E-06,-1.3969285841230054E-05,-2.1473649545173405E-05,-1.7073198207541845E-05,-1.0761633337593366E-05,-5.0032212063704319E-06,-5.2426033378460539E-06,-4.10872928605175E-06,-4.5626053477829407E-06,2.0074244770816356E-07,-5.6120824451912183E-06,-1.1777337875935351E-06,-2.0969919330429597E-06,3.8399785825773115E-06
3,PO4,33,3.68312508147385E-07,1.954962782078593E-06,-5.998961738375723E-06,-4.4305767924230719E-06,-1.0048177507820669E-05,-4.980632950774375E-06,-7.5966166275822671E-06,-4.6578485965750627E-06,-1.8652439747632954E-05,-2.5595305967924443E-05,-1.3784831574725216E-05,-7.9409046933664947E-06,-2.3992514603761117E-05,-2.3708974617128576E-05,-1.9527627238291266E-05,-1.90730415561355E-05,-1.9775350571624373E-05,-9.1030536748144616E-06,-5.4941929999940859E-06,-1.0456410324934081E-05,-1.2483305836444151E-05,-2.2177435413335322E-05,-2.1469387535267698E-05,-2.266673418599572E-05,-1.1680104370439486E-05,-7.9309259470101542E-06,1.3138298570994926E-05,1.0715937446641035E-05,1.0064844900049296E-05,-1.0976717492981255E-06,1.8022772270383373E-07,4.6323034732309942E-06,1.2634312879825662E-05,9.4412868966783163E-06,1.8226916559436053E-05,1.5601415534926172E-05,1.7109218392223385E-05,1.3106583373359683E-05,1.0758428112813666E-05,1.208620835883521E-05,1.3566008382756178E-05,4.9422480250532639E-06,2.3362996494889674E-07,5.8499764525425166E-06,-4.89433087148225E-07,2.3902024696751981E-07,2.5056591877056922E-06,4.0685644551995921E-06,1.3439511833103781E-06,-1.0174991078710051E-08,-1.3085554541567594E-05,-5.6889434175345372E-06,-3.040533348456025E-06,1.5016993857148861E-05,1.6393362744939152E-05,6.5220472479655527E-06,-1.1074497051806497E-05,-1.3654849403036886E-05,-1.3703530853471115E-05,-8.4756170405048924E-07,5.4291987522478158E-06,1.2663688397730959E-05,1.8207383582534222E-05,2.5094528265133393E-05,2.3833126864405625E-05,1.2735909298884868E-05,1.0918804115632329E-05,8.9883915797174355E-06,4.2068685218091036E-06,-8.6624253532539221E-06,-8.7736858131592825E-06,-1.0303221744251163E-05,-4.8310713066092311E-06,-6.8013766563140093E-06,-7.7080179752229334E-06,-2.5880659133683733E-05,-1.5458057702651258E-05,-1.1627339927340683E-05,-9.1498192669912973E-06,-1.0717757677718622E-05,-3.0484317000323165E-06,-1.1339346847900561E-05,-1.3777362160079885E-05,-3.8507061032451153E-06,4.049343723944993E-06,-6.8591169223781768E-06,-1.0416849607391913E-05,-1.5864770744489338E-05,-1.9356648841474021E-05,-1.2792843688942374E-05,-5.4732676209716972E-06,-3.9059150073764545E-06,-7.8003267869989636E-06,-7.6454203819415837E-06,-5.8982521750150321E-06,-1.571893011163171E-07,-1.9145395096338717E-06,4.1404850512918915E-06,2.7819483013731589E-06,1.1351091720798639E-05
4,O2,33,5.7843669309402482E-06,7.5140553818073931E-06,-2.022495348480926E-06,-1.2765813933391369E-06,-6.5406088393591878E-06,-8.0614628227663377E-06,-8.2762545014599015E-06,-9.1916770885045372E-06,-2.2354845552667115E-05,-3.0126236489125987E-05,-8.2273627070618755E-06,-5.5318661155026212E-06,-1.6598841167740709E-05,-2.2965972704423583E-05,-1.9473757015088949E-05,-2.4709949013964222E-05,-1.9303503146748123E-05,-1.1341266118295547E-05,-6.0164555473980705E-06,-8.8150354452045814E-06,-3.4351553743329151E-06,-1.9873173608753361E-05,-1.8258337367204689E-05,-1.5271992798508155E-05,-8.2662471278090733E-07,2.4526661758456439E-06,1.7607283601706056E-05,1.3947928029974462E-05,1.4001610853098253E-05,2.5913845643861723E-06,2.8428526664387037E-06,1.3975769539418548E-05,1.3776430171438652E-05,1.5051153509526715E-05,1.958420898196103E-05,1.8460344520351981E-05,1.1060250570582003E-05,7.3673034627257317E-06,2.2904969124205308E-06,1.1365040332339616E-05,6.6539122583989306E-06,-6.9071556550050156E-06,-1.5122415345312956E-05,1.2177705590881542E-06,-7.1784436182833107E-06,-3.9709236911196138E-07,3.6062331449353711E-06,6.966921258113089E-06,1.031900419143837E-05,4.7316318564563094E-06,-1.0111126472967304E-05,-3.6999386916247874E-06,-5.2832441593836833E-06,8.3072076590591142E-06,2.3143084883184112E-05,1.250264713694538E-05,-5.9756235862156027E-06,-1.4812162440099715E-05,-7.915909907710899E-06,-1.8670899210445188E-06,4.3645192794708246E-06,7.5178628307943989E-06,1.7157424877857986E-05,1.6814241395054277E-05,2.1423836315026154E-05,5.7051438196502541E-06,3.4010530515545876E-06,6.3848703734369941E-06,1.1754039597838968E-05,-8.4329101116016248E-06,-9.55073390796668E-06,-9.4121537746363086E-06,-7.4745393111512235E-06,-9.1759087651199484E-06,-6.9065690848872629E-06,-2.2258630980020928E-05,-1.3459598162313492E-05,-1.686111219031474E-06,2.6092536236064067E-06,1.7784518247324719E-06,7.1323381918575773E-06,7.075969571064839E-06,-1.3065058760437372E-06,9.5685460151230219E-06,2.2529414127358048E-06,-5.1590786914681985E-06,-1.0716062074269031E-05,-1.5225207391479559E-05,-2.5879011980776194E-05,-1.7636837932735935E-05,-1.3074721924154975E-05,-1.2011341567593995E-05,-1.7692005491521462E-05,-1.6344189044387123E-05,-1.6834787752355617E-05,-8.7970689759474248E-06,-7.4637000194574829E-06,-8.27242671369307E-07,-2.873382119859599E-06,-3.2686819762750409E-06
5,O1,33,-1.1522424054232668E-06,-6.1822363855866E-07,-9.8819460397270973E-06,-1.0607396707674477E-05,-1.8904834829078409E-05,-9.2511270365499366E-06,-3.6454912165416128E-06,-2.6792964307926448E-06,-4.8813687805794885E-06,-9.8340850322086059E-06,-1.1406078133040586E-05,-1.7525811211888881E-05,-2.2529934772756915E-05,-2.7369361150552486E-05,-1.3660340036161115E-05,-1.2531000556260568E-05,-1.105728702232114E-05,-1.129049020502078E-05,-1.2588873106872129E-07,-1.0250372787299794E-05,-4.4122466652972756E-06,-2.0366798811424882E-05,-1.9774782709803242E-05,-1.66454595371325E-05,-1.5415025576211295E-06,-2.9389307534914782E-06,5.7004645614260046E-06,5.51006918987615E-06,1.3513119848586509E-05,1.5512231867760648E-06,-8.97196020086443E-06,-1.1114059204768562E-06,1.5175548616534109E-05,1.7503302257611252E-05,1.3379548529303839E-05,1.0401679872212938E-05,6.5648299743981012E-06,1.6915246799206116E-05,1.5795297722632728E-05,1.5867922073594686E-05,6.5825695560521361E-06,7.2201873745458E-06,-3.6759973053781467E-06,-5.5044020281123923E-07,-3.6401722293123754E-06,1.1746154650790467E-05,1.3589508645673769E-05,1.5795117241501033E-05,3.4866035953545945E-06,3.9537751185828992E-07,-8.8361737453139715E-06,-2.140713773137866E-06,2.9476792091759059E-09,1.242388942004393E-05,9.1050056122054043E-06,3.4204816472042126E-06,5.2377524145704678E-06,1.4141255373993349E-06,-1.0772243553062634E-06,8.6850040814286124E-07,7.0302682605469325E-06,2.6377724993619641E-06,1.219280622928802E-05,1.542314663739891E-05,1.8341232011981187E-05,-1.7230579695222119E-07,3.6820653281046271E-06,3.3440566533934994E-06,9.3977226837111664E-06,-1.0040465294608096E-05,-6.6134963924860393E-06,-1.5742306249799554E-05,-1.8468789116725712E-05,-1.6888709931048466E-05,-7.3084901306830067E-06,-2.4100875077022071E-05,-2.5376745884086756E-05,-1.9444637807380124E-05,-7.7204847800383514E-06,3.5480226698507905E-06,2.9065776528921541E-06,-4.6700814516381124E-06,-9.9352197882578474E-06,3.9032655084641167E-06,2.2038333025284116E-06,-3.3990150199414923E-06,-9.9850132158602876E-06,-1.0983546790011718E-05,-2.3031236127682637E-05,-1.2694534288313205E-05,-1.3401317437110544E-05,-1.4129421292556823E-06,-3.8399867833006718E-06,-3.2181356278259311E-06,-1.017802255978409E-05,9.328373058174121E-07,-3.4151385054509527E-06,4.0497053543934859E-06,4.56914388596481E-06,9.4747285234588525E-06
6,Oz,33,2.052420948141182E-06,6.6819792376441335E-06,-2.4652631175099281E-06,-4.0104428218801629E-06,-1.2687851353327165E-05,-6.2310851260101618E-06,-5.4167538328970678E-06,-4.07757144321668E-06,-1.0321855850769044E-05,-1.0347877729673275E-05,-1.0345819114368474E-05,-7.0878443005616323E-06,-1.6576651954368321E-05,-1.5079583989500518E-05,-1.0055694642352104E-05,-8.47067331585761E-06,-1.0501319204347792E-05,-1.8435669173202197E-06,3.0248891021909861E-06,6.4712843851509487E-07,-2.392468393423425E-06,-1.3823314405087954E-05,-1.5094408959890583E-05,-1.79535718066685E-05,-6.36930529130735E-06,-4.2898126577688658E-06,3.7116327525152573E-06,2.6672742808279655E-06,8.9909753418334925E-06,-2.6643739713413517E-06,-2.5962650105293591E-06,4.4019289393116482E-06,1.3587622638411089E-05,9.1644603506596621E-06,1.7068498389908465E-05,1.4450519145062888E-05,1.6091923235054364E-05,1.6305592562622418E-05,1.5754235153083419E-05,9.9688453809739575E-06,7.7003220356041727E-06,4.2225675035541116E-06,3.237854918551372E-06,6.7207599836126906E-06,-3.209163485524283E-07,2.4781837355630455E-06,2.5528752733400055E-06,5.6470607110232383E-06,2.8202632909377624E-06,-6.355180115617297E-07,-1.2935936886841561E-05,-6.0072594216618192E-06,-5.8461131726083015E-06,7.66071453135583E-06,4.3657078166386831E-06,1.9384312333766485E-06,-4.5726380837962443E-06,-6.1712276264620949E-06,-9.3583725362438552E-06,6.0282609522147357E-07,3.1129602964454153E-06,8.75377069634389E-06,1.3234717158590347E-05,2.0543182387023104E-05,2.14584652280834E-05,1.0144671563144975E-05,9.1442586352374054E-06,1.4391210414295034E-05,6.03788100417386E-06,-1.0892466351144057E-05,-4.1236799905499781E-06,-6.8604089619746844E-06,-8.7362800826196529E-06,-1.0073730043373891E-05,-5.0614965832860876E-06,-2.4427540194850398E-05,-2.1591600173748763E-05,-1.8175087523851151E-05,-7.82117926314705E-06,-2.311851487276362E-06,1.6758108712404742E-06,-6.9864540187391495E-06,-4.8153489233113973E-06,6.1007209142410132E-07,9.5245761684802744E-07,-7.9692686579782928E-06,-6.4530700929164046E-06,-1.0881956482862353E-05,-1.7329100087854803E-05,-1.2107580686451666E-05,-7.8189896345096168E-06,-5.5854857174504046E-06,-7.7059810622639775E-06,-4.0063333622636887E-06,-3.4295125703758819E-06,1.0244996095451464E-06,-5.7309233879051274E-06,-2.5479807906287686E-06,-5.1998524173135619E-06,-4.439964223698522E-06
7,PO3,33,3.8691398008449911E-06,2.8229973725949493E-06,-9.1038442787754763E-06,-1.1529931972465528E-05,-1.4343666546139926E-05,-3.7295542456139623E-06,1.0274571594355137E-05,3.1786845011516563E-06,4.9167796442192709E-06,-4.6692853170552142E-06,-2.0771150160274102E-06,-1.2300666313046827E-05,-1.2979277068594788E-05,-2.7776139320759851E-05,-1.661724087904649E-05,-2.3669618293876005E-05,-1.0590317291122696E-05,-8.87905076109843E-06,5.7106662813540041E-06,-4.8833349427628381E-06,-6.8870368898411983E-07,-2.354015792660735E-05,-2.953614748561609E-05,-2.6984951207061994E-05,-7.3161736658865648E-06,-6.21284272141457E-07,9.033635372126563E-06,8.8212609753302634E-06,1.1842764613644409E-05,4.0155436774056194E-06,-1.3394359831332224E-05,-4.2089448362916259E-06,9.8479732551671074E-06,2.2012568460796405E-05,1.206332367038489E-05,1.5502771395636205E-05,9.5290716178461019E-06,2.6391229950538678E-05,1.8192252408712158E-05,1.9844515558989453E-05,5.5824056801123212E-06,8.2913732940329723E-06,5.9220694182186559E-07,1.3227338099308118E-05,-1.3164776189292349E-06,7.4803694906998022E-06,1.4132793328501212E-05,1.9793764374049175E-05,7.8065942738779842E-06,1.3846044947791897E-06,-9.9085094555977242E-06,-1.0046808873001511E-05,-5.0796409997808964E-06,6.81537762063335E-06,1.5784676685695925E-05,3.492760728203922E-06,-1.7450362443855821E-06,-1.7401682349094045E-05,-1.3291488627082008E-05,-1.2136481550210786E-05,4.0350969256248709E-06,-1.7788385408044707E-07,1.7142951234552806E-05,1.1151983068927954E-05,1.4079270955199917E-05,-9.4815287375358467E-06,-5.3993389212909331E-06,-5.4682571801110586E-06,8.5887177221384079E-06,-1.3756168748686962E-05,-1.0943385123312539E-05,-1.5292280958382175E-05,-2.0937090342310706E-05,-1.9843295172167764E-05,-1.4950862174692E-05,-2.3920453697761406E-05,-2.3426534139816442E-05,-1.4904934382182702E-05,-8.9522212328868464E-06,5.4155966212791937E-06,3.2212403648773517E-06,5.23880287231342E-06,-1.1849973888170422E-05,3.4513028429792906E-06,3.0628960127979591E-06,6.7570868787758874E-06,-3.1684105460568062E-06,-3.8951112004663486E-06,-2.1896145398399072E-05,-5.1753006725628569E-06,-8.01810635927105E-06,3.6411613937249467E-06,3.418368720073698E-07,5.3843873567560759E-06,-9.4696300698688767E-07,7.3408245477286274E-06,-8.9815048392958159E-07,3.1874172328219862E-07,4.2518270304646582E-06,1.077514215551103E-05
